order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
O118689,C15722,P237470,Grocery,7,0.0%,1,Credit Card,2024-05-24,2024-05-28,North,No,,,7,2,-1,61,Female
O118690,C10747,P247341,Toys,20,5.0%,1,Credit Card,2023-10-14,2023-10-17,North,No,,,19,5,2,23,Female
O118691,C15593,P222182,Fashion,55,0.0%,1,Wallet,2025-07-01,2025-07-08,North,Yes,2025-08-01,Missing/Wrong item,55,7,13,53,Male
O118692,C10800,P229390,Grocery,37,5.0%,1,Credit Card,2024-02-27,2024-03-03,East,No,,,35,6,-3,51,Female
O118693,C16553,P245269,Electronics,1042,5.0%,1,COD,2025-04-20,2025-04-26,North,No,,,990,10,109,62,Female
O118694,C11497,P204038,Fashion,39,15.0%,1,UPI,2024-02-13,2024-02-17,South,No,,,33,4,8,37,Male
O118695,C11379,P228215,Sports,33,0.0%,1,Debit Card,2024-10-14,2024-10-18,West,No,,,33,8,2,41,Male
O118696,C10679,P231565,Grocery,5,10.0%,1,Debit Card,2025-04-19,2025-04-23,Central,No,,,4,3,-3,54,Female
O118697,C17360,P219829,Home,24,0.0%,3,Credit Card,2025-07-19,2025-07-24,East,No,,,71,8,12,34,Female
O118698,C13770,P232899,Toys,8,0.0%,1,PayPal,2024-08-19,2024-08-23,South,No,,,8,5,-2,23,Female
O118699,C13342,P243016,Grocery,33,20.0%,1,Credit Card,2024-03-24,2024-03-29,East,No,,,26,7,-5,63,Female
O118700,C16257,P222246,Electronics,197,0.0%,3,COD,2025-09-07,2025-09-13,East,No,,,592,7,64,62,Female
O118701,C10896,P249304,Fashion,54,15.0%,1,COD,2024-05-03,2024-05-09,East,No,,,46,5,11,47,Female
O118702,C11546,P218862,Electronics,1342,5.0%,1,PayPal,2025-07-17,2025-07-21,West,No,,,1275,12,142,69,Female
O118703,C13126,P222500,Toys,4,0.0%,1,Wallet,2024-10-29,2024-11-02,South,No,,,4,2,-1,48,Male
O118704,C15889,P216688,Beauty,40,0.0%,2,PayPal,2024-10-18,2024-10-21,North,No,,,79,8,27,61,Female
O118705,C16208,P216282,Electronics,441,0.0%,1,COD,2023-10-30,2023-11-03,North,No,,,441,7,46,28,Male
O118706,C10683,P202519,Home,235,0.0%,2,UPI,2025-03-17,2025-03-21,North,No,,,470,9,122,53,Female
O118707,C11295,P206112,Home,29,0.0%,1,Wallet,2025-05-09,2025-05-12,Central,No,,,29,6,3,58,Female
O118708,C17669,P200992,Sports,79,10.0%,1,Debit Card,2024-08-29,2024-09-01,North,No,,,71,6,16,69,Male
O118709,C15781,P205647,Toys,22,0.0%,1,Credit Card,2024-08-04,2024-08-07,Central,No,,,22,5,4,43,Female
O118710,C11385,P243519,Electronics,514,5.0%,1,Debit Card,2024-12-05,2024-12-10,West,No,,,488,10,48,27,Male
O118711,C16289,P229014,Home,174,5.0%,1,Debit Card,2025-08-01,2025-08-05,West,No,,,165,8,38,50,Male
O118712,C10942,P207597,Electronics,325,10.0%,2,Debit Card,2023-09-17,2023-09-21,North,No,,,585,11,60,21,Male
O118713,C13280,P225633,Sports,72,5.0%,1,Credit Card,2025-03-29,2025-04-03,North,No,,,69,5,15,63,Male
O118714,C15405,P216854,Sports,290,15.0%,1,Credit Card,2025-08-01,2025-08-07,North,No,,,246,7,66,54,Female
O118715,C11033,P203566,Sports,30,0.0%,5,Credit Card,2023-12-08,2023-12-13,East,No,,,149,7,38,47,Female
O118716,C12786,P241472,Electronics,124,10.0%,1,Credit Card,2025-02-28,2025-03-04,West,No,,,112,7,7,32,Female
O118717,C12233,P244353,Home,26,5.0%,1,COD,2024-08-11,2024-08-15,West,No,,,24,4,3,35,Female
O118718,C13645,P203285,Toys,4,5.0%,1,Credit Card,2024-03-21,2024-03-26,North,No,,,4,1,1,51,Female
O118719,C11620,P212029,Sports,213,0.0%,1,COD,2025-06-04,2025-06-10,South,No,,,213,9,55,58,Male
O118720,C13535,P243152,Toys,20,10.0%,1,Credit Card,2023-12-18,2023-12-22,West,No,,,18,5,2,46,Male
O118721,C13205,P212846,Fashion,139,5.0%,3,Credit Card,2024-06-22,2024-06-27,Central,Yes,2024-07-15,Missing/Wrong item,397,7,132,53,Female
O118722,C12882,P213079,Fashion,112,0.0%,3,UPI,2024-04-18,2024-04-21,Central,No,,,336,8,110,54,Female
O118723,C14904,P246804,Home,57,0.0%,1,Wallet,2024-11-14,2024-11-20,East,Yes,2024-12-17,Defective,57,6,10,53,Female
O118724,C10170,P208551,Beauty,28,0.0%,2,PayPal,2024-09-27,2024-10-03,East,No,,,56,4,21,43,Male
O118725,C16356,P233052,Fashion,28,0.0%,1,Wallet,2024-07-23,2024-07-26,Central,No,,,28,6,4,25,Female
O118726,C11553,P215100,Home,285,0.0%,1,Wallet,2024-11-25,2024-11-30,South,No,,,285,9,70,23,Female
O118727,C13897,P203277,Sports,140,0.0%,4,PayPal,2024-05-15,2024-05-22,West,No,,,561,12,157,42,Male
O118728,C17669,P219015,Sports,23,0.0%,2,Credit Card,2024-09-26,2024-10-01,South,No,,,46,5,9,66,Male
O118729,C11595,P201757,Electronics,145,20.0%,1,Credit Card,2024-05-19,2024-05-24,South,No,,,116,8,6,35,Female
O118730,C11623,P232085,Grocery,15,5.0%,5,Wallet,2025-01-05,2025-01-08,Central,No,,,72,6,0,19,Female
O118731,C14122,P221863,Beauty,10,0.0%,2,UPI,2025-01-29,2025-02-02,Central,No,,,20,4,5,42,Male
O118732,C15109,P226098,Home,111,0.0%,3,Credit Card,2023-11-03,2023-11-09,South,No,,,332,8,84,36,Female
O118733,C11091,P246220,Grocery,5,10.0%,1,UPI,2024-01-18,2024-01-23,East,No,,,4,3,-3,55,Male
O118734,C12837,P215295,Electronics,423,5.0%,3,Debit Card,2024-12-02,2024-12-06,South,No,,,1205,10,135,33,Female
O118735,C10407,P238555,Beauty,5,0.0%,1,Credit Card,2024-11-11,2024-11-15,South,No,,,5,1,1,64,Male
O118736,C17719,P225821,Toys,27,0.0%,1,Credit Card,2024-09-08,2024-09-14,West,No,,,27,4,7,66,Male
O118737,C15228,P242372,Home,64,5.0%,1,Credit Card,2024-04-27,2024-05-01,Central,No,,,61,5,12,67,Male
O118738,C14169,P221833,Sports,69,0.0%,1,UPI,2023-10-27,2023-10-31,North,No,,,69,5,16,48,Female
O118739,C16721,P225992,Grocery,10,0.0%,3,PayPal,2025-07-06,2025-07-10,West,No,,,29,4,-2,57,Female
O118740,C10679,P208549,Fashion,16,0.0%,1,Wallet,2024-11-11,2024-11-18,West,No,,,16,5,1,54,Male
O118741,C17429,P222432,Fashion,145,0.0%,1,Debit Card,2024-10-04,2024-10-08,Central,No,,,145,6,44,50,Male
O118742,C15487,P239498,Home,10,10.0%,1,Debit Card,2025-04-26,2025-04-29,Central,No,,,9,4,-1,44,Male
O118743,C16929,P220519,Home,71,10.0%,1,COD,2023-11-08,2023-11-13,North,No,,,64,6,12,58,Male
O118744,C14944,P247376,Electronics,95,0.0%,1,UPI,2023-11-10,2023-11-14,Central,No,,,95,6,6,24,Female
O118745,C14965,P248547,Fashion,27,10.0%,1,Debit Card,2024-11-23,2024-11-29,South,No,,,24,5,4,28,Male
O118746,C10236,P203141,Toys,4,10.0%,1,UPI,2024-09-15,2024-09-24,East,No,,,4,2,0,37,Female
O118747,C12774,P211068,Beauty,15,0.0%,1,PayPal,2024-01-13,2024-01-20,South,No,,,15,3,3,22,Other
O118748,C13437,P231342,Fashion,16,0.0%,3,COD,2025-05-06,2025-05-11,South,No,,,47,6,11,49,Male
O118749,C13357,P214256,Grocery,12,0.0%,2,Credit Card,2025-04-13,2025-04-19,East,No,,,23,5,-4,66,Male
O118750,C16521,P232964,Toys,2,0.0%,1,Credit Card,2025-08-20,2025-08-23,Central,No,,,2,2,-1,24,Male
O118751,C16804,P205830,Home,103,0.0%,2,Credit Card,2024-08-27,2024-08-31,South,No,,,206,10,48,60,Female
O118752,C12877,P215868,Toys,9,10.0%,3,UPI,2023-12-23,2023-12-28,West,No,,,23,6,3,63,Male
O118753,C15001,P206679,Beauty,12,20.0%,1,Credit Card,2025-06-20,2025-06-24,West,No,,,10,5,0,57,Female
O118754,C12423,P240754,Sports,53,10.0%,2,COD,2025-01-10,2025-01-16,Central,No,,,96,8,21,38,Female
O118755,C14714,P233705,Fashion,57,0.0%,3,COD,2025-03-27,2025-04-02,East,No,,,171,8,52,64,Female
O118756,C16796,P211722,Fashion,75,5.0%,1,Wallet,2024-09-17,2024-09-22,North,No,,,71,4,21,19,Female
O118757,C13147,P220509,Fashion,25,5.0%,1,PayPal,2025-07-31,2025-08-04,North,No,,,23,4,5,64,Female
O118758,C11032,P213989,Electronics,892,0.0%,1,Credit Card,2025-09-07,2025-09-12,South,No,,,892,10,97,18,Female
O118759,C16339,P243886,Home,191,0.0%,1,COD,2025-01-17,2025-01-21,Central,No,,,191,10,44,48,Female
O118760,C12854,P246200,Home,78,0.0%,1,Debit Card,2023-09-25,2023-09-29,Central,No,,,78,6,16,44,Female
O118761,C17959,P223562,Electronics,83,0.0%,1,Wallet,2025-03-16,2025-03-19,Central,No,,,83,7,3,29,Male
O118762,C12940,P214919,Toys,18,0.0%,1,Debit Card,2025-06-05,2025-06-10,East,Yes,2025-07-08,Missing/Wrong item,18,4,3,54,Other
O118763,C13701,P241306,Sports,104,0.0%,1,Debit Card,2025-07-13,2025-07-17,West,No,,,104,8,23,42,Female
O118764,C15409,P248380,Home,29,20.0%,1,Credit Card,2024-06-15,2024-06-21,East,No,,,23,5,1,58,Male
O118765,C14070,P211036,Grocery,26,5.0%,2,Credit Card,2024-12-30,2025-01-02,North,No,,,50,4,0,37,Male
O118766,C13132,P241078,Grocery,7,15.0%,1,COD,2025-03-24,2025-03-28,West,No,,,6,3,-3,32,Male
O118767,C17080,P224438,Electronics,104,0.0%,1,UPI,2023-12-14,2023-12-19,Central,Yes,2024-01-10,No longer needed,104,8,5,52,Male
O118768,C13460,P220999,Beauty,21,0.0%,2,Credit Card,2024-10-17,2024-10-25,East,No,,,42,6,12,43,Female
O118769,C14942,P243740,Toys,13,15.0%,1,Debit Card,2025-02-26,2025-03-01,North,No,,,11,4,0,45,Female
O118770,C16961,P243087,Electronics,384,0.0%,1,UPI,2024-06-09,2024-06-17,West,No,,,384,8,38,49,Male
O118771,C11923,P241543,Electronics,112,15.0%,1,UPI,2025-04-03,2025-04-09,South,Yes,2025-04-23,Not as described,95,7,4,59,Female
O118772,C17730,P201708,Fashion,6,10.0%,1,UPI,2024-08-19,2024-08-24,West,No,,,5,2,0,34,Female
O118773,C16707,P206377,Fashion,37,0.0%,1,Credit Card,2024-11-20,2024-11-27,East,No,,,37,6,7,55,Male
O118774,C10633,P222788,Grocery,3,0.0%,1,Debit Card,2023-12-16,2023-12-22,West,No,,,3,0,0,31,Male
O118775,C16822,P214269,Toys,5,5.0%,1,UPI,2023-12-11,2023-12-16,South,No,,,5,2,0,28,Male
O118776,C15113,P229717,Electronics,418,15.0%,1,Credit Card,2023-12-16,2023-12-21,East,No,,,355,9,33,57,Male
O118777,C14103,P222605,Toys,8,5.0%,1,Debit Card,2025-04-26,2025-04-29,Central,No,,,8,4,-1,57,Female
O118778,C11392,P221221,Electronics,646,5.0%,1,Credit Card,2024-08-06,2024-08-11,North,No,,,613,11,63,48,Female
O118779,C15164,P241631,Fashion,41,5.0%,1,Credit Card,2024-12-27,2024-12-31,North,No,,,39,5,9,62,Female
O118780,C16487,P231757,Fashion,51,0.0%,1,Credit Card,2025-05-26,2025-05-31,East,No,,,51,6,12,33,Female
O118781,C15876,P248275,Fashion,24,10.0%,3,Debit Card,2024-06-02,2024-06-07,Central,No,,,65,7,15,46,Female
O118782,C16939,P218069,Fashion,17,10.0%,1,UPI,2025-05-06,2025-05-09,North,No,,,16,5,1,20,Male
O118783,C13446,P243037,Sports,27,0.0%,1,COD,2023-10-03,2023-10-07,North,No,,,27,4,4,56,Female
O118784,C15738,P242656,Fashion,65,0.0%,3,UPI,2024-11-13,2024-11-16,North,No,,,196,7,61,29,Female
O118785,C13098,P224324,Toys,25,0.0%,2,Debit Card,2025-09-01,2025-09-07,Central,No,,,50,8,12,32,Male
O118786,C15312,P228734,Electronics,271,10.0%,1,COD,2023-10-26,2023-11-03,East,No,,,244,8,22,19,Male
O118787,C14944,P219590,Beauty,40,20.0%,1,Debit Card,2024-01-07,2024-01-10,North,No,,,32,7,8,43,Male
O118788,C15476,P228828,Toys,34,15.0%,2,Debit Card,2025-08-02,2025-08-08,East,No,,,58,6,17,44,Male
O118789,C10061,P223096,Electronics,240,0.0%,1,Debit Card,2024-02-18,2024-02-21,North,No,,,240,8,21,24,Female
O118790,C15181,P229448,Beauty,29,0.0%,1,Debit Card,2024-04-05,2024-04-10,South,No,,,29,4,9,42,Male
O118791,C12469,P243261,Home,330,0.0%,1,UPI,2024-06-03,2024-06-09,East,No,,,330,8,85,64,Male
O118792,C11817,P248110,Fashion,9,5.0%,1,COD,2025-04-20,2025-04-23,North,No,,,9,4,-1,31,Male
O118793,C10632,P211450,Electronics,54,0.0%,1,COD,2023-10-20,2023-10-25,East,No,,,54,6,1,68,Male
O118794,C14887,P230575,Sports,73,0.0%,1,Debit Card,2024-10-06,2024-10-10,West,No,,,73,6,16,44,Male
O118795,C12598,P231592,Fashion,25,0.0%,1,PayPal,2025-05-24,2025-05-28,South,No,,,25,5,4,42,Male
O118796,C13451,P239110,Fashion,9,5.0%,1,UPI,2024-09-11,2024-09-16,West,No,,,9,2,1,47,Female
O118797,C11300,P247984,Sports,26,15.0%,1,Credit Card,2025-03-28,2025-04-03,East,No,,,22,6,1,61,Female
O118798,C12653,P238202,Grocery,5,0.0%,1,PayPal,2024-01-31,2024-02-05,East,No,,,5,2,-2,37,Male
O118799,C11454,P220333,Fashion,10,0.0%,1,Wallet,2023-11-07,2023-11-10,North,No,,,10,5,-1,64,Male
O118800,C11138,P217663,Sports,48,0.0%,3,Credit Card,2024-12-20,2024-12-24,Central,No,,,143,6,37,24,Male
O118801,C15807,P249972,Grocery,3,10.0%,1,COD,2024-08-30,2024-09-03,North,No,,,3,3,-3,30,Female
O118802,C13192,P209535,Electronics,368,0.0%,3,UPI,2024-06-15,2024-06-20,South,No,,,1106,11,122,28,Male
O118803,C14620,P238887,Beauty,32,15.0%,1,COD,2025-02-14,2025-02-18,North,No,,,27,6,6,29,Male
O118804,C16116,P218679,Electronics,536,30.0%,2,UPI,2023-09-13,2023-09-18,East,No,,,750,10,80,33,Male
O118805,C14994,P232474,Toys,42,0.0%,2,Wallet,2024-08-22,2024-08-28,East,No,,,84,6,28,51,Male
O118806,C17583,P249155,Fashion,5,10.0%,1,Credit Card,2024-03-07,2024-03-12,South,No,,,5,2,0,43,Female
O118807,C12210,P202560,Fashion,15,0.0%,1,Credit Card,2024-05-10,2024-05-14,South,No,,,15,3,3,53,Female
O118808,C14882,P223365,Sports,176,0.0%,1,Debit Card,2025-04-16,2025-04-22,South,No,,,176,8,44,36,Female
O118809,C17053,P210745,Toys,3,0.0%,1,PayPal,2023-12-04,2023-12-09,West,No,,,3,1,0,32,Female
O118810,C13759,P200030,Home,154,0.0%,1,Credit Card,2025-07-24,2025-08-01,East,No,,,154,6,38,40,Male
O118811,C13029,P208132,Sports,30,0.0%,3,Credit Card,2024-05-10,2024-05-14,Central,No,,,89,5,22,42,Male
O118812,C11360,P225874,Grocery,10,10.0%,1,Credit Card,2024-02-18,2024-02-22,West,No,,,9,4,-4,57,Male
O118813,C12426,P245764,Grocery,44,0.0%,1,PayPal,2023-12-20,2023-12-24,Central,No,,,44,7,-4,35,Male
O118814,C17491,P217269,Sports,113,0.0%,2,Wallet,2024-05-30,2024-06-04,South,No,,,226,7,61,51,Female
O118815,C14268,P226555,Grocery,7,0.0%,1,Credit Card,2024-08-05,2024-08-09,South,No,,,7,5,-4,20,Male
O118816,C15095,P221227,Toys,25,15.0%,3,COD,2024-11-17,2024-11-22,East,No,,,64,6,20,67,Female
O118817,C15906,P236806,Sports,11,5.0%,1,Credit Card,2024-05-20,2024-05-25,East,No,,,10,4,-1,45,Female
O118818,C10063,P226702,Grocery,41,0.0%,1,Debit Card,2024-06-14,2024-06-20,South,No,,,41,7,-4,51,Male
O118819,C17268,P218674,Toys,10,0.0%,1,Credit Card,2024-07-27,2024-08-03,South,No,,,10,3,1,63,Female
O118820,C11345,P203894,Home,526,0.0%,1,Wallet,2024-11-20,2024-11-23,Central,No,,,526,10,138,23,Male
O118821,C10974,P204596,Home,159,10.0%,1,Debit Card,2025-04-06,2025-04-11,South,No,,,143,7,33,54,Female
O118822,C14161,P216588,Electronics,160,0.0%,1,Credit Card,2024-02-22,2024-02-27,Central,No,,,160,8,11,48,Female
O118823,C15962,P242443,Electronics,360,0.0%,1,COD,2023-10-04,2023-10-08,Central,No,,,360,10,34,31,Female
O118824,C13628,P227346,Sports,57,0.0%,1,Debit Card,2023-12-11,2023-12-18,West,No,,,57,5,12,55,Male
O118825,C11622,P229004,Beauty,28,5.0%,1,Wallet,2025-06-13,2025-06-18,West,No,,,27,4,8,48,Male
O118826,C10457,P227226,Toys,33,0.0%,1,Debit Card,2024-05-10,2024-05-14,West,No,,,33,5,8,53,Male
O118827,C15698,P212453,Grocery,9,0.0%,3,Wallet,2025-01-12,2025-01-16,Central,No,,,28,6,-4,26,Male
O118828,C16596,P224581,Home,43,10.0%,2,UPI,2024-07-30,2024-08-06,East,No,,,78,7,15,54,Female
O118829,C13330,P240588,Electronics,1346,5.0%,1,PayPal,2023-09-17,2023-09-21,Central,No,,,1279,10,144,18,Female
O118830,C16053,P224524,Beauty,16,0.0%,1,Debit Card,2023-11-24,2023-11-29,East,No,,,16,3,4,60,Male
O118831,C11740,P249683,Electronics,113,0.0%,1,UPI,2023-10-13,2023-10-18,South,No,,,113,6,8,63,Female
O118832,C15545,P231843,Beauty,36,0.0%,1,Credit Card,2024-05-15,2024-05-20,South,No,,,36,6,11,33,Male
O118833,C13026,P243052,Beauty,29,0.0%,3,Credit Card,2024-04-30,2024-05-05,East,No,,,87,7,32,36,Male
O118834,C16055,P212744,Sports,177,0.0%,3,Credit Card,2024-01-22,2024-01-25,Central,No,,,530,9,150,68,Female
O118835,C16321,P240784,Fashion,5,0.0%,1,Debit Card,2025-06-16,2025-06-20,South,No,,,5,2,-1,43,Female
O118836,C11954,P216610,Electronics,189,0.0%,1,PayPal,2024-02-25,2024-03-01,West,No,,,189,7,16,19,Male
O118837,C10279,P238910,Fashion,24,0.0%,4,COD,2023-12-02,2023-12-09,South,No,,,94,7,26,32,Female
O118838,C12391,P207482,Sports,263,0.0%,1,Wallet,2025-04-25,2025-05-02,East,No,,,263,8,70,35,Male
O118839,C11040,P240081,Home,67,0.0%,4,Credit Card,2025-07-13,2025-07-18,North,No,,,267,9,66,44,Female
O118840,C16439,P232024,Beauty,21,0.0%,1,UPI,2025-03-25,2025-03-29,Central,No,,,21,5,5,47,Female
O118841,C16345,P223674,Fashion,5,0.0%,1,Debit Card,2024-12-16,2024-12-19,Central,No,,,5,4,-2,18,Female
O118842,C10961,P214030,Toys,34,0.0%,2,Credit Card,2024-03-15,2024-03-19,North,No,,,69,6,22,56,Female
O118843,C16827,P225472,Grocery,3,0.0%,1,PayPal,2024-07-02,2024-07-06,North,No,,,3,1,-1,38,Male
O118844,C16038,P209512,Fashion,110,5.0%,1,Credit Card,2025-06-09,2025-06-14,East,No,,,105,8,28,21,Male
O118845,C13845,P219045,Sports,141,5.0%,1,Credit Card,2024-05-14,2024-05-17,Central,No,,,134,7,33,33,Female
O118846,C11217,P227135,Electronics,314,15.0%,1,UPI,2024-02-08,2024-02-13,East,No,,,267,8,24,61,Female
O118847,C13220,P234432,Sports,146,15.0%,1,UPI,2024-05-01,2024-05-06,West,No,,,124,4,33,49,Male
O118848,C10374,P220134,Home,217,10.0%,1,Credit Card,2024-09-24,2024-09-28,North,No,,,196,9,46,58,Male
O118849,C16007,P229897,Beauty,37,0.0%,1,Debit Card,2024-07-06,2024-07-11,West,No,,,37,6,11,62,Male
O118850,C14130,P214750,Fashion,58,0.0%,1,Credit Card,2024-03-07,2024-03-10,North,No,,,58,7,13,58,Female
O118851,C11392,P236422,Toys,44,10.0%,2,Credit Card,2025-07-27,2025-08-02,South,No,,,79,5,26,49,Female
O118852,C12076,P213733,Electronics,229,10.0%,2,PayPal,2024-09-30,2024-10-06,East,No,,,412,9,41,63,Male
O118853,C10774,P217480,Grocery,12,5.0%,1,UPI,2023-11-18,2023-11-21,North,No,,,11,4,-3,42,Male
O118854,C14316,P203098,Electronics,1183,0.0%,1,Debit Card,2024-11-16,2024-11-24,Central,No,,,1183,10,132,43,Female
O118855,C16196,P219624,Fashion,28,0.0%,1,UPI,2024-03-06,2024-03-10,Central,No,,,28,8,2,58,Male
O118856,C16934,P243782,Beauty,37,5.0%,3,Debit Card,2025-04-23,2025-04-28,South,No,,,106,7,40,41,Female
O118857,C13424,P240546,Toys,12,0.0%,1,Credit Card,2023-10-23,2023-10-28,East,No,,,12,3,1,33,Female
O118858,C17559,P243887,Beauty,19,0.0%,1,UPI,2023-11-14,2023-11-21,East,No,,,19,5,3,62,Male
O118859,C12123,P224463,Fashion,25,0.0%,1,Credit Card,2025-04-04,2025-04-08,South,No,,,25,6,3,69,Male
O118860,C14589,P245953,Toys,5,10.0%,1,COD,2025-01-11,2025-01-17,West,No,,,5,3,-1,28,Female
O118861,C15807,P214250,Beauty,91,5.0%,1,Credit Card,2024-02-15,2024-02-19,South,No,,,86,6,32,56,Male
O118862,C13593,P236382,Fashion,34,5.0%,1,COD,2024-04-29,2024-05-02,Central,No,,,32,6,5,60,Male
O118863,C16260,P249999,Beauty,11,0.0%,1,Debit Card,2024-02-18,2024-02-24,East,No,,,11,3,2,42,Male
O118864,C10279,P247022,Sports,112,0.0%,4,UPI,2025-03-02,2025-03-09,East,No,,,449,9,126,68,Male
O118865,C17897,P236384,Sports,22,30.0%,1,Credit Card,2025-05-18,2025-05-22,West,No,,,15,5,-1,34,Male
O118866,C17342,P235472,Sports,87,0.0%,1,COD,2024-09-21,2024-09-26,South,No,,,87,7,19,36,Female
O118867,C14841,P223138,Grocery,12,0.0%,1,COD,2025-09-04,2025-09-10,West,No,,,12,5,-4,49,Male
O118868,C17092,P203893,Toys,6,5.0%,4,Credit Card,2024-03-23,2024-03-27,West,No,,,24,4,6,42,Female
O118869,C12811,P211573,Beauty,82,10.0%,1,UPI,2024-03-04,2024-03-09,North,Yes,2024-03-21,Not as described,73,7,26,23,Female
O118870,C12342,P211263,Electronics,344,0.0%,1,Credit Card,2024-01-28,2024-02-02,East,No,,,344,9,32,47,Male
O118871,C17161,P235762,Sports,35,10.0%,1,PayPal,2024-02-24,2024-02-27,North,No,,,31,6,3,60,Male
O118872,C11474,P237301,Grocery,25,15.0%,1,COD,2024-09-26,2024-10-04,South,No,,,21,6,-4,58,Female
O118873,C11857,P234268,Fashion,23,10.0%,3,Debit Card,2025-05-21,2025-05-28,West,No,,,62,6,16,58,Female
O118874,C15637,P201725,Beauty,35,0.0%,1,Credit Card,2024-05-03,2024-05-06,Central,No,,,35,5,11,27,Female
O118875,C17188,P242525,Toys,21,10.0%,2,Credit Card,2023-12-01,2023-12-06,Central,No,,,39,6,10,36,Male
O118876,C15192,P247160,Beauty,7,0.0%,2,UPI,2024-02-15,2024-02-20,West,No,,,15,3,3,52,Female
O118877,C12889,P240109,Grocery,2,0.0%,1,Credit Card,2025-02-11,2025-02-16,West,No,,,2,2,-2,22,Female
O118878,C11059,P216709,Home,133,15.0%,1,PayPal,2025-03-24,2025-03-27,Central,No,,,113,8,24,28,Female
O118879,C17674,P237185,Beauty,30,0.0%,4,Credit Card,2024-10-17,2024-10-23,East,No,,,120,6,48,19,Male
O118880,C11922,P243190,Electronics,96,15.0%,1,COD,2025-02-23,2025-02-28,South,No,,,81,8,2,52,Male
O118881,C17400,P202666,Grocery,4,5.0%,1,Wallet,2024-12-24,2024-12-30,South,No,,,3,1,-1,53,Female
O118882,C13799,P242169,Fashion,8,0.0%,1,Debit Card,2025-06-15,2025-06-18,North,No,,,8,3,0,66,Female
O118883,C16101,P248771,Grocery,3,5.0%,1,Credit Card,2025-05-30,2025-06-03,North,No,,,3,1,-1,22,Male
O118884,C14592,P207152,Fashion,49,20.0%,1,Credit Card,2023-10-28,2023-10-31,Central,No,,,39,7,7,18,Male
O118885,C16349,P249993,Fashion,16,5.0%,1,Credit Card,2025-09-05,2025-09-09,South,No,,,15,4,1,43,Female
O118886,C12473,P229000,Home,55,10.0%,1,COD,2024-01-06,2024-01-11,West,No,,,49,8,6,54,Male
O118887,C14139,P228477,Sports,90,15.0%,1,UPI,2024-01-25,2024-01-29,South,No,,,76,5,17,58,Female
O118888,C17258,P244396,Home,80,0.0%,1,Credit Card,2024-03-01,2024-03-06,South,No,,,80,6,16,24,Male
O118889,C11851,P204778,Fashion,97,0.0%,1,Credit Card,2025-07-09,2025-07-14,Central,No,,,97,9,24,66,Female
O118890,C13541,P216169,Beauty,24,20.0%,3,UPI,2024-10-28,2024-11-02,North,No,,,57,6,19,35,Female
O118891,C16748,P217668,Grocery,3,15.0%,1,Credit Card,2024-04-11,2024-04-17,South,No,,,2,3,-3,28,Female
O118892,C17634,P217762,Grocery,7,5.0%,1,COD,2025-04-12,2025-04-18,East,No,,,7,3,-3,36,Female
O118893,C14549,P239107,Fashion,20,20.0%,1,Credit Card,2024-11-01,2024-11-06,South,No,,,16,4,1,25,Male
O118894,C10594,P219945,Sports,39,5.0%,4,COD,2023-10-08,2023-10-12,South,No,,,150,7,38,52,Female
O118895,C15452,P221836,Sports,39,5.0%,1,Credit Card,2024-11-26,2024-12-01,South,No,,,37,4,7,23,Male
O118896,C10506,P210079,Sports,63,5.0%,1,PayPal,2024-10-04,2024-10-10,South,No,,,60,4,14,66,Male
O118897,C14889,P218362,Electronics,96,10.0%,2,Credit Card,2025-08-02,2025-08-06,Central,No,,,173,7,14,39,Male
O118898,C17637,P212919,Beauty,10,0.0%,1,Debit Card,2025-08-13,2025-08-17,North,No,,,10,3,2,25,Female
O118899,C10020,P220800,Toys,26,0.0%,2,Debit Card,2025-05-27,2025-06-01,Central,No,,,52,6,14,58,Female
O118900,C17395,P213758,Fashion,91,0.0%,1,Debit Card,2023-11-12,2023-11-17,South,No,,,91,7,25,37,Female
O118901,C11399,P228874,Fashion,6,10.0%,1,Wallet,2025-04-24,2025-05-02,South,Yes,2025-05-24,Slow delivery,5,2,0,31,Male
O118902,C13201,P244121,Fashion,9,0.0%,1,PayPal,2024-08-27,2024-09-01,South,No,,,9,4,-1,19,Female
O118903,C17854,P229298,Grocery,26,0.0%,1,Credit Card,2025-04-23,2025-04-26,Central,No,,,26,5,-3,57,Female
O118904,C16763,P214156,Toys,7,0.0%,2,Debit Card,2023-12-03,2023-12-07,Central,No,,,14,3,2,25,Male
O118905,C12461,P243039,Electronics,172,15.0%,4,Credit Card,2025-04-21,2025-04-24,Central,No,,,584,11,60,37,Male
O118906,C17962,P216239,Toys,10,5.0%,1,Debit Card,2025-07-05,2025-07-10,South,No,,,10,4,0,52,Female
O118907,C15190,P207089,Home,275,10.0%,5,Credit Card,2024-04-09,2024-04-14,West,No,,,1235,10,336,27,Male
O118908,C15523,P213014,Sports,27,0.0%,1,PayPal,2024-06-15,2024-06-19,North,No,,,27,4,4,60,Male
O118909,C15681,P223318,Home,230,0.0%,2,COD,2023-09-16,2023-09-19,Central,No,,,461,8,121,24,Female
O118910,C13678,P226866,Home,93,5.0%,2,Credit Card,2025-08-23,2025-08-28,South,No,,,177,8,41,50,Male
